Headline,Description,Date,Source,Headline_Tokens,Description_Tokens
april 12 2024 - israel-hamas war,us currently expects iran carry strikes multiple targets inside israel iranian proxies could also involved attacks according senior administration official source familiar intelligence,12-04-2024,CNN,"['april', '12', '2024', '-', 'israel-hamas', 'war']","['us', 'currently', 'expects', 'iran', 'carry', 'strikes', 'multiple', 'targets', 'inside', 'israel', 'iranian', 'proxies', 'could', 'also', 'involved', 'attacks', 'according', 'senior', 'administration', 'official', 'source', 'familiar', 'intelligence']"
ghost towns dot lebanon border israel iran threatens attack,shredded lebanese hezbollah flags tower destroyed boardwalk panoramic view israel upper galilee stretches miles,13-04-2024,CNN,"['ghost', 'towns', 'dot', 'lebanon', 'border', 'israel', 'iran', 'threatens', 'attack']","['shredded', 'lebanese', 'hezbollah', 'flags', 'tower', 'destroyed', 'boardwalk', 'panoramic', 'view', 'israel', 'upper', 'galilee', 'stretches', 'miles']"
us expects iran carry direct attack israel sources say biden warns,us expects iran carry strikes multiple targets inside israel coming days prepared help intercept weapons launched ally sources tell cnn biden administration high alert could,12-04-2024,CNN,"['us', 'expects', 'iran', 'carry', 'direct', 'attack', 'israel', 'sources', 'say', 'biden', 'warns']","['us', 'expects', 'iran', 'carry', 'strikes', 'multiple', 'targets', 'inside', 'israel', 'coming', 'days', 'prepared', 'help', 'intercept', 'weapons', 'launched', 'ally', 'sources', 'tell', 'cnn', 'biden', 'administration', 'high', 'alert', 'could']"
retired general breaks israeli defense system,cnn abby phillip speaks retired gen john allen former four star general nato commander threat iranian attack israel,12-04-2024,CNN,"['retired', 'general', 'breaks', 'israeli', 'defense', 'system']","['cnn', 'abby', 'phillip', 'speaks', 'retired', 'gen', 'john', 'allen', 'former', 'four', 'star', 'general', 'nato', 'commander', 'threat', 'iranian', 'attack', 'israel']"
cornel west running mate melina abdullah refuse condemn hamas actions first joint tv interview,independent presidential candidate cornel west running mate melina abdullah defended pro-palestinian views thursday night first joint television interview since abdullah joined west campaign week,12-04-2024,CNN,"['cornel', 'west', 'running', 'mate', 'melina', 'abdullah', 'refuse', 'condemn', 'hamas', 'actions', 'first', 'joint', 'tv', 'interview']","['independent', 'presidential', 'candidate', 'cornel', 'west', 'running', 'mate', 'melina', 'abdullah', 'defended', 'pro-palestinian', 'views', 'thursday', 'night', 'first', 'joint', 'television', 'interview', 'since', 'abdullah', 'joined', 'west', 'campaign', 'week']"
germany give holocaust survivors $ 236 payout help cope october 7 attacks,germany providing one-time payment $ 236 ( €220 ) israel 113000 holocaust survivors help cope impacts october 7 attack hamas aftermath,12-04-2024,CNN,"['germany', 'give', 'holocaust', 'survivors', '$', '236', 'payout', 'help', 'cope', 'october', '7', 'attacks']","['germany', 'providing', 'one-time', 'payment', '$', '236', '(', '€220', ')', 'israel', '113000', 'holocaust', 'survivors', 'help', 'cope', 'impacts', 'october', '7', 'attack', 'hamas', 'aftermath']"
journalists injured attack gaza refugee camp including cnn stringer,israeli tanks launched “ targeted attack ” several journalists working nuseirat camp according statement turkish state broadcaster trt,12-04-2024,CNN,"['journalists', 'injured', 'attack', 'gaza', 'refugee', 'camp', 'including', 'cnn', 'stringer']","['israeli', 'tanks', 'launched', '“', 'targeted', 'attack', '”', 'several', 'journalists', 'working', 'nuseirat', 'camp', 'according', 'statement', 'turkish', 'state', 'broadcaster', 'trt']"
israeli settlers storm west bank village setting cars homes ablaze,attack hundreds armed israeli settlers friday left least one person dead according local officials one largest attacks year according palestinian officials,12-04-2024,CNN,"['israeli', 'settlers', 'storm', 'west', 'bank', 'village', 'setting', 'cars', 'homes', 'ablaze']","['attack', 'hundreds', 'armed', 'israeli', 'settlers', 'friday', 'left', 'least', 'one', 'person', 'dead', 'according', 'local', 'officials', 'one', 'largest', 'attacks', 'year', 'according', 'palestinian', 'officials']"
tapper asks aoc believes israel intentionally trying destroy gaza hear response,cnn jake tapper asks rep alexandria ocasio-cortez believes israel intentionally destroying palestinian people called president biden cut military aid israel,24-03-2024,CNN,"['tapper', 'asks', 'aoc', 'believes', 'israel', 'intentionally', 'trying', 'destroy', 'gaza', 'hear', 'response']","['cnn', 'jake', 'tapper', 'asks', 'rep', 'alexandria', 'ocasio-cortez', 'believes', 'israel', 'intentionally', 'destroying', 'palestinian', 'people', 'called', 'president', 'biden', 'cut', 'military', 'aid', 'israel']"
usaid administrator says credible assess famine already occurring parts gaza,top us humanitarian official said wednesday “ credible ” assess famine already occurring parts gaza war israel hamas continues,11-04-2024,CNN,"['usaid', 'administrator', 'says', 'credible', 'assess', 'famine', 'already', 'occurring', 'parts', 'gaza']","['top', 'us', 'humanitarian', 'official', 'said', 'wednesday', '“', 'credible', '”', 'assess', 'famine', 'already', 'occurring', 'parts', 'gaza', 'war', 'israel', 'hamas', 'continues']"
vetoing three prior un resolutions gaza us sees ceasefire proposal rejected,united nations security council resolution proposed united states calling ceasefire tied release hostages gaza failed pass friday russia china vetoed draft,22-03-2024,CNN,"['vetoing', 'three', 'prior', 'un', 'resolutions', 'gaza', 'us', 'sees', 'ceasefire', 'proposal', 'rejected']","['united', 'nations', 'security', 'council', 'resolution', 'proposed', 'united', 'states', 'calling', 'ceasefire', 'tied', 'release', 'hostages', 'gaza', 'failed', 'pass', 'friday', 'russia', 'china', 'vetoed', 'draft']"
israeli survivor shares graphic story survival hamas hostage,cnn christiane amanpour interviews chen almog goldstein israeli survivor devastating attack october 7 held captive gaza surviving children 51 days release november 26,07-03-2024,CNN,"['israeli', 'survivor', 'shares', 'graphic', 'story', 'survival', 'hamas', 'hostage']","['cnn', 'christiane', 'amanpour', 'interviews', 'chen', 'almog', 'goldstein', 'israeli', 'survivor', 'devastating', 'attack', 'october', '7', 'held', 'captive', 'gaza', 'surviving', 'children', '51', 'days', 'release', 'november', '26']"
rubio iran 's goal 'make israel unlivable place ',intelligence committee vice chairman sen marco rubio tells cnn jake tapper expects israel respond iran attack ask us help,14-04-2024,CNN,"['rubio', 'iran', ""'s"", 'goal', ""'make"", 'israel', 'unlivable', 'place', ""'""]","['intelligence', 'committee', 'vice', 'chairman', 'sen', 'marco', 'rubio', 'tells', 'cnn', 'jake', 'tapper', 'expects', 'israel', 'respond', 'iran', 'attack', 'ask', 'us', 'help']"
cnn reporter sees palestinian man shot west bank,cnn jeremy diamond witnessed vehicles buildings burned settlers occupied west bank moment palestinian man shot violence flared death 14-year-old israeli boy israeli,14-04-2024,CNN,"['cnn', 'reporter', 'sees', 'palestinian', 'man', 'shot', 'west', 'bank']","['cnn', 'jeremy', 'diamond', 'witnessed', 'vehicles', 'buildings', 'burned', 'settlers', 'occupied', 'west', 'bank', 'moment', 'palestinian', 'man', 'shot', 'violence', 'flared', 'death', '14-year-old', 'israeli', 'boy', 'israeli']"
israeli official expect israel next,spokesman israeli defense forces col peter lerner tells cnn jake tapper government going consider route forward,14-04-2024,CNN,"['israeli', 'official', 'expect', 'israel', 'next']","['spokesman', 'israeli', 'defense', 'forces', 'col', 'peter', 'lerner', 'tells', 'cnn', 'jake', 'tapper', 'government', 'going', 'consider', 'route', 'forward']"
'it 's big deal ' petraeus significance iran 's attack,former director central intelligence agency david petraeus talks cnn jake tapper state union significance iran attack israel region,14-04-2024,CNN,"[""'it"", ""'s"", 'big', 'deal', ""'"", 'petraeus', 'significance', 'iran', ""'s"", 'attack']","['former', 'director', 'central', 'intelligence', 'agency', 'david', 'petraeus', 'talks', 'cnn', 'jake', 'tapper', 'state', 'union', 'significance', 'iran', 'attack', 'israel', 'region']"
third-party presidential candidate refuses condemn hamas ' actions,third-party presidential candidate cornel west running mate melina abdullah share opinions israel-gaza conflict cnn abby phillip,11-04-2024,CNN,"['third-party', 'presidential', 'candidate', 'refuses', 'condemn', 'hamas', ""'"", 'actions']","['third-party', 'presidential', 'candidate', 'cornel', 'west', 'running', 'mate', 'melina', 'abdullah', 'share', 'opinions', 'israel-gaza', 'conflict', 'cnn', 'abby', 'phillip']"
cnn finds new information contradicting idf 's account night 100 died gaza,cnn katie polglase pieces together know early hours february 29 100 killed aid distribution gaza newly uncovered video audio well eyewitness testimony cnn analysis,10-04-2024,CNN,"['cnn', 'finds', 'new', 'information', 'contradicting', 'idf', ""'s"", 'account', 'night', '100', 'died', 'gaza']","['cnn', 'katie', 'polglase', 'pieces', 'together', 'know', 'early', 'hours', 'february', '29', '100', 'killed', 'aid', 'distribution', 'gaza', 'newly', 'uncovered', 'video', 'audio', 'well', 'eyewitness', 'testimony', 'cnn', 'analysis']"
israel investigates sexual violence committed hamas part october 7 horror,israeli police using forensic evidence video witness testimony interrogations suspects document cases rape amid october 7 hamas attacks israel,10-04-2024,CNN,"['israel', 'investigates', 'sexual', 'violence', 'committed', 'hamas', 'part', 'october', '7', 'horror']","['israeli', 'police', 'using', 'forensic', 'evidence', 'video', 'witness', 'testimony', 'interrogations', 'suspects', 'document', 'cases', 'rape', 'amid', 'october', '7', 'hamas', 'attacks', 'israel']"
'not another nickel ' bernie sanders calls end israel aid,christiane amanpour speaks sen bernie sanders believes us stop sending military financial aid israel changes way conducts war gaza,10-04-2024,CNN,"[""'not"", 'another', 'nickel', ""'"", 'bernie', 'sanders', 'calls', 'end', 'israel', 'aid']","['christiane', 'amanpour', 'speaks', 'sen', 'bernie', 'sanders', 'believes', 'us', 'stop', 'sending', 'military', 'financial', 'aid', 'israel', 'changes', 'way', 'conducts', 'war', 'gaza']"
attackers laughed raped murdered woman israel october 7 witness says,israeli police documenting cases rape sexual violence hamas attack israel one man recounts saw,10-04-2024,CNN,"['attackers', 'laughed', 'raped', 'murdered', 'woman', 'israel', 'october', '7', 'witness', 'says']","['israeli', 'police', 'documenting', 'cases', 'rape', 'sexual', 'violence', 'hamas', 'attack', 'israel', 'one', 'man', 'recounts', 'saw']"
opinion hamas bet world paying,biden administration may meant play hamas hands shifted harsh rhetoric toward israel last week – writes jason greenblatt,10-04-2024,CNN,"['opinion', 'hamas', 'bet', 'world', 'paying']","['biden', 'administration', 'may', 'meant', 'play', 'hamas', 'hands', 'shifted', 'harsh', 'rhetoric', 'toward', 'israel', 'last', 'week', '–', 'writes', 'jason', 'greenblatt']"
cookbook author sees making stew act resistance,six months israel-hamas war muslim americans mood elaborate eid celebration others ever determined honor holiday,10-04-2024,CNN,"['cookbook', 'author', 'sees', 'making', 'stew', 'act', 'resistance']","['six', 'months', 'israel-hamas', 'war', 'muslim', 'americans', 'mood', 'elaborate', 'eid', 'celebration', 'others', 'ever', 'determined', 'honor', 'holiday']"
hostage 's father need apply `` enough pressure '' hamas,jonathan dekel-chen joins lead,10-04-2024,CNN,"['hostage', ""'s"", 'father', 'need', 'apply', '``', 'enough', 'pressure', '``', 'hamas']","['jonathan', 'dekel-chen', 'joins', 'lead']"
tell us children first bodies exhumed mass graves al-shifa hospital israeli siege,health workers northern gaza exhumed first corpses mass graves around al-shifa hospital tuesday said israeli forces killed hundreds palestinians left bodies decompose two-week siege,09-04-2024,CNN,"['tell', 'us', 'children', 'first', 'bodies', 'exhumed', 'mass', 'graves', 'al-shifa', 'hospital', 'israeli', 'siege']","['health', 'workers', 'northern', 'gaza', 'exhumed', 'first', 'corpses', 'mass', 'graves', 'around', 'al-shifa', 'hospital', 'tuesday', 'said', 'israeli', 'forces', 'killed', 'hundreds', 'palestinians', 'left', 'bodies', 'decompose', 'two-week', 'siege']"
joy palestinians mark eid destroyed mosques homes israel war gaza rages,mohammad sits back donkey-drawn cart trundling left road alongside belongings managed retrieve flattened home wednesday marked celebration eid al-fitr instead another,12-04-2024,CNN,"['joy', 'palestinians', 'mark', 'eid', 'destroyed', 'mosques', 'homes', 'israel', 'war', 'gaza', 'rages']","['mohammad', 'sits', 'back', 'donkey-drawn', 'cart', 'trundling', 'left', 'road', 'alongside', 'belongings', 'managed', 'retrieve', 'flattened', 'home', 'wednesday', 'marked', 'celebration', 'eid', 'al-fitr', 'instead', 'another']"
april 9 2024 - israel-hamas war,us president joe biden offered one sharpest rebukes israel handling war describing israeli prime minister benjamin netanyahu approach “ mistake ” calling halt fighting,09-04-2024,CNN,"['april', '9', '2024', '-', 'israel-hamas', 'war']","['us', 'president', 'joe', 'biden', 'offered', 'one', 'sharpest', 'rebukes', 'israel', 'handling', 'war', 'describing', 'israeli', 'prime', 'minister', 'benjamin', 'netanyahu', 'approach', '“', 'mistake', '”', 'calling', 'halt', 'fighting']"
biden criticizes netanyahu approach war hamas mistake,president joe biden offered one sharpest rebukes israel handling war gaza interview airing tuesday describing israeli prime minister benjamin netanyahu approach conflict “ mistake ” calling halt,09-04-2024,CNN,"['biden', 'criticizes', 'netanyahu', 'approach', 'war', 'hamas', 'mistake']","['president', 'joe', 'biden', 'offered', 'one', 'sharpest', 'rebukes', 'israel', 'handling', 'war', 'gaza', 'interview', 'airing', 'tuesday', 'describing', 'israeli', 'prime', 'minister', 'benjamin', 'netanyahu', 'approach', 'conflict', '“', 'mistake', '”', 'calling', 'halt']"
dying bag flour videos eyewitness accounts cast doubt israel timeline deadly gaza aid delivery,cnn analysis sheds new light happened early hours february 29 100 people killed 700 injured trying get flour,10-04-2024,CNN,"['dying', 'bag', 'flour', 'videos', 'eyewitness', 'accounts', 'cast', 'doubt', 'israel', 'timeline', 'deadly', 'gaza', 'aid', 'delivery']","['cnn', 'analysis', 'sheds', 'new', 'light', 'happened', 'early', 'hours', 'february', '29', '100', 'people', 'killed', '700', 'injured', 'trying', 'get', 'flour']"
china play role avoiding all-out war middle east,china voiced “ deep concern ” escalating tensions middle east beijing pledged play peacemaker promote security vision,15-04-2024,CNN,"['china', 'play', 'role', 'avoiding', 'all-out', 'war', 'middle', 'east']","['china', 'voiced', '“', 'deep', 'concern', '”', 'escalating', 'tensions', 'middle', 'east', 'beijing', 'pledged', 'play', 'peacemaker', 'promote', 'security', 'vision']"
turkey restricts exports israel saying request airdrop aid gaza denied,turkey announced restrictions exports israel turkish foreign minister accused israel denying request airdrop aid gaza,09-04-2024,CNN,"['turkey', 'restricts', 'exports', 'israel', 'saying', 'request', 'airdrop', 'aid', 'gaza', 'denied']","['turkey', 'announced', 'restrictions', 'exports', 'israel', 'turkish', 'foreign', 'minister', 'accused', 'israel', 'denying', 'request', 'airdrop', 'aid', 'gaza']"
life khan younis residents return find former neighborhoods ruins,palestinians forced flee khan younis israel military offensive finding return small numbers southern gaza city,09-04-2024,CNN,"['life', 'khan', 'younis', 'residents', 'return', 'find', 'former', 'neighborhoods', 'ruins']","['palestinians', 'forced', 'flee', 'khan', 'younis', 'israel', 'military', 'offensive', 'finding', 'return', 'small', 'numbers', 'southern', 'gaza', 'city']"
germany defends support israel un court accusations facilitating genocide gaza,german representative invoked history explaining israeli security “ core ” berlin foreign policy,09-04-2024,CNN,"['germany', 'defends', 'support', 'israel', 'un', 'court', 'accusations', 'facilitating', 'genocide', 'gaza']","['german', 'representative', 'invoked', 'history', 'explaining', 'israeli', 'security', '“', 'core', '”', 'berlin', 'foreign', 'policy']"
trump says jewish americans vote biden love israel spoken,former president donald trump monday criticized jewish americans support said jewish person votes president joe biden love israel “ spoken ”,08-04-2024,CNN,"['trump', 'says', 'jewish', 'americans', 'vote', 'biden', 'love', 'israel', 'spoken']","['former', 'president', 'donald', 'trump', 'monday', 'criticized', 'jewish', 'americans', 'support', 'said', 'jewish', 'person', 'votes', 'president', 'joe', 'biden', 'love', 'israel', '“', 'spoken', '”']"
elizabeth warren suggests israel actions gaza could ruled genocide international courts,sen elizabeth warren said last week believes international courts could interpret israel actions gaza genocide according video posted gbh news reporter noting thinks “ israel wrong ”,08-04-2024,CNN,"['elizabeth', 'warren', 'suggests', 'israel', 'actions', 'gaza', 'could', 'ruled', 'genocide', 'international', 'courts']","['sen', 'elizabeth', 'warren', 'said', 'last', 'week', 'believes', 'international', 'courts', 'could', 'interpret', 'israel', 'actions', 'gaza', 'genocide', 'according', 'video', 'posted', 'gbh', 'news', 'reporter', 'noting', 'thinks', '“', 'israel', 'wrong', '”']"
exploring abu dhabi 's burgeoning arts culture scene,cnn eleni giokos takes look strategic investments bolstering uae capital position hub arts culture – visited museum arab world first-ever non-profit art center,08-04-2024,CNN,"['exploring', 'abu', 'dhabi', ""'s"", 'burgeoning', 'arts', 'culture', 'scene']","['cnn', 'eleni', 'giokos', 'takes', 'look', 'strategic', 'investments', 'bolstering', 'uae', 'capital', 'position', 'hub', 'arts', 'culture', '–', 'visited', 'museum', 'arab', 'world', 'first-ever', 'non-profit', 'art', 'center']"
april 8 2024 - israel-hamas war,israeli prime minister benjamin netanyahu said monday time invasion rafah estimated 15 million palestinians sheltering set give date,08-04-2024,CNN,"['april', '8', '2024', '-', 'israel-hamas', 'war']","['israeli', 'prime', 'minister', 'benjamin', 'netanyahu', 'said', 'monday', 'time', 'invasion', 'rafah', 'estimated', '15', 'million', 'palestinians', 'sheltering', 'set', 'give', 'date']"
cia director presented new proposal gaza ceasefire hostage deal,cia director bill burns presented new proposal try bridge gaps ongoing negotiations broker deal bring ceasefire war israel hamas gaza release israeli hostages held group according,08-04-2024,CNN,"['cia', 'director', 'presented', 'new', 'proposal', 'gaza', 'ceasefire', 'hostage', 'deal']","['cia', 'director', 'bill', 'burns', 'presented', 'new', 'proposal', 'try', 'bridge', 'gaps', 'ongoing', 'negotiations', 'broker', 'deal', 'bring', 'ceasefire', 'war', 'israel', 'hamas', 'gaza', 'release', 'israeli', 'hostages', 'held', 'group', 'according']"
'it 's failure ' israelis still held gaza says daughter hostage held hamas,christiane amanpour speaks sharone lifschitz whose 83-year-old father oded lifschitz still held gaza six months war began,08-04-2024,CNN,"[""'it"", ""'s"", 'failure', ""'"", 'israelis', 'still', 'held', 'gaza', 'says', 'daughter', 'hostage', 'held', 'hamas']","['christiane', 'amanpour', 'speaks', 'sharone', 'lifschitz', 'whose', '83-year-old', 'father', 'oded', 'lifschitz', 'still', 'held', 'gaza', 'six', 'months', 'war', 'began']"
april 10 2024 - israel-hamas war,hamas indicated currently unable identify track 40 israeli hostages needed first phase ceasefire deal according israeli official source familiar discussions,11-04-2024,CNN,"['april', '10', '2024', '-', 'israel-hamas', 'war']","['hamas', 'indicated', 'currently', 'unable', 'identify', 'track', '40', 'israeli', 'hostages', 'needed', 'first', 'phase', 'ceasefire', 'deal', 'according', 'israeli', 'official', 'source', 'familiar', 'discussions']"
biden sends message iran,president joe biden told reporters white house expects iran attack israel “ sooner later ”,12-04-2024,CNN,"['biden', 'sends', 'message', 'iran']","['president', 'joe', 'biden', 'told', 'reporters', 'white', 'house', 'expects', 'iran', 'attack', 'israel', '“', 'sooner', 'later', '”']"
fetterman splits biden 'astonishing ' us n't standing firmly israel,democratic sen john fetterman tells cnn jake tapper president biden “ capitulate fringe ” party comes israel,14-04-2024,CNN,"['fetterman', 'splits', 'biden', ""'astonishing"", ""'"", 'us', ""n't"", 'standing', 'firmly', 'israel']","['democratic', 'sen', 'john', 'fetterman', 'tells', 'cnn', 'jake', 'tapper', 'president', 'biden', '“', 'capitulate', 'fringe', '”', 'party', 'comes', 'israel']"
retired lt general predicts attacks following drone strikes launched iran,iran launched dozens drones toward israel israeli military official says retired lieutenant general mark hertling joins cnn panel discuss,13-04-2024,CNN,"['retired', 'lt', 'general', 'predicts', 'attacks', 'following', 'drone', 'strikes', 'launched', 'iran']","['iran', 'launched', 'dozens', 'drones', 'toward', 'israel', 'israeli', 'military', 'official', 'says', 'retired', 'lieutenant', 'general', 'mark', 'hertling', 'joins', 'cnn', 'panel', 'discuss']"
bolton says biden 'embarrassment ' us urging israelis retaliate iran,national security adviser president donald trump john bolton explains cnn jake tapper “ wide range ” possible deterrents believes israel attack iran says would call president embarrassment us,14-04-2024,CNN,"['bolton', 'says', 'biden', ""'embarrassment"", ""'"", 'us', 'urging', 'israelis', 'retaliate', 'iran']","['national', 'security', 'adviser', 'president', 'donald', 'trump', 'john', 'bolton', 'explains', 'cnn', 'jake', 'tapper', '“', 'wide', 'range', '”', 'possible', 'deterrents', 'believes', 'israel', 'attack', 'iran', 'says', 'would', 'call', 'president', 'embarrassment', 'us']"
israel thumbing nose entire world says veteran diplomat wendy sherman,holds barred conversation christiane amanpour recently retired former us deputy secretary state analyzes american foreign relations,09-04-2024,CNN,"['israel', 'thumbing', 'nose', 'entire', 'world', 'says', 'veteran', 'diplomat', 'wendy', 'sherman']","['holds', 'barred', 'conversation', 'christiane', 'amanpour', 'recently', 'retired', 'former', 'us', 'deputy', 'secretary', 'state', 'analyzes', 'american', 'foreign', 'relations']"
'this could get big quickly ' former us defense secretary israel iran,mark esper tells christiane amanpour middle east arguably “ precipice ” wider regional war,16-04-2024,CNN,"[""'this"", 'could', 'get', 'big', 'quickly', ""'"", 'former', 'us', 'defense', 'secretary', 'israel', 'iran']","['mark', 'esper', 'tells', 'christiane', 'amanpour', 'middle', 'east', 'arguably', '“', 'precipice', '”', 'wider', 'regional', 'war']"
restraint retribution israel faces dilemma response iran attack,benjamin netanyahu weigh right-wing coalition call strong reaction risk international isolation israel widening war without international support,16-04-2024,CNN,"['restraint', 'retribution', 'israel', 'faces', 'dilemma', 'response', 'iran', 'attack']","['benjamin', 'netanyahu', 'weigh', 'right-wing', 'coalition', 'call', 'strong', 'reaction', 'risk', 'international', 'isolation', 'israel', 'widening', 'war', 'without', 'international', 'support']"
iraqi pm 'the region stand tension ' iran israel,iraqi prime minister mohammed shia al-sudani speaks meeting us president biden importance de-escalating tensions middle east,16-04-2024,CNN,"['iraqi', 'pm', ""'the"", 'region', 'stand', 'tension', ""'"", 'iran', 'israel']","['iraqi', 'prime', 'minister', 'mohammed', 'shia', 'al-sudani', 'speaks', 'meeting', 'us', 'president', 'biden', 'importance', 'de-escalating', 'tensions', 'middle', 'east']"
protect mental health keeping tabs israel-hamas war,many people far israel-hamas conflict still exposed countless images stories stay informed protecting family mental health,07-04-2024,CNN,"['protect', 'mental', 'health', 'keeping', 'tabs', 'israel-hamas', 'war']","['many', 'people', 'far', 'israel-hamas', 'conflict', 'still', 'exposed', 'countless', 'images', 'stories', 'stay', 'informed', 'protecting', 'family', 'mental', 'health']"
six months october 7 still feels like day 1 hostage families,former captives relatives still held say begin rebuild lives hostages returned israel,07-04-2024,CNN,"['six', 'months', 'october', '7', 'still', 'feels', 'like', 'day', '1', 'hostage', 'families']","['former', 'captives', 'relatives', 'still', 'held', 'say', 'begin', 'rebuild', 'lives', 'hostages', 'returned', 'israel']"
gps israel iran brink war,former israeli prime minister naftali bennett joins fareed talk recent strike iranian forces syria expected retaliation iran,07-04-2024,CNN,"['gps', 'israel', 'iran', 'brink', 'war']","['former', 'israeli', 'prime', 'minister', 'naftali', 'bennett', 'joins', 'fareed', 'talk', 'recent', 'strike', 'iranian', 'forces', 'syria', 'expected', 'retaliation', 'iran']"
mother two hostages describes moment taken hamas,hadas kalderon tells cnn bianna golodryga like day family taken hamas october 7 attack israel watch “ whole story anderson cooper ” sunday 8pm et,06-04-2024,CNN,"['mother', 'two', 'hostages', 'describes', 'moment', 'taken', 'hamas']","['hadas', 'kalderon', 'tells', 'cnn', 'bianna', 'golodryga', 'like', 'day', 'family', 'taken', 'hamas', 'october', '7', 'attack', 'israel', 'watch', '“', 'whole', 'story', 'anderson', 'cooper', '”', 'sunday', '8pm', 'et']"
hear voice notes gaza lost family,cnn victor blackwell plays voice notes providing small window physical psychological toll war taken people gaza,06-04-2024,CNN,"['hear', 'voice', 'notes', 'gaza', 'lost', 'family']","['cnn', 'victor', 'blackwell', 'plays', 'voice', 'notes', 'providing', 'small', 'window', 'physical', 'psychological', 'toll', 'war', 'taken', 'people', 'gaza']"
despite mounting pressures netanyahu shows signs losing grip power,benjamin netanyahu week began chants protesters demanding hostage deal early elections ended scolding joe biden israeli strike aid workers spiraling crisis gaza,05-04-2024,CNN,"['despite', 'mounting', 'pressures', 'netanyahu', 'shows', 'signs', 'losing', 'grip', 'power']","['benjamin', 'netanyahu', 'week', 'began', 'chants', 'protesters', 'demanding', 'hostage', 'deal', 'early', 'elections', 'ended', 'scolding', 'joe', 'biden', 'israeli', 'strike', 'aid', 'workers', 'spiraling', 'crisis', 'gaza']"
mother hostage taken hamas describes knows condition,ayelet levy schachar tells cnn bianna golodryga told daughter condition hostages released hamas 19-year-old daughter naama still held gaza watch full report whole story,06-04-2024,CNN,"['mother', 'hostage', 'taken', 'hamas', 'describes', 'knows', 'condition']","['ayelet', 'levy', 'schachar', 'tells', 'cnn', 'bianna', 'golodryga', 'told', 'daughter', 'condition', 'hostages', 'released', 'hamas', '19-year-old', 'daughter', 'naama', 'still', 'held', 'gaza', 'watch', 'full', 'report', 'whole', 'story']"
exiled comedian turns dark sense humor gaza crisis,egyptian-american heart surgeon-turned-satirist bassem youssef calls israel carnage gaza wife family,06-04-2024,CNN,"['exiled', 'comedian', 'turns', 'dark', 'sense', 'humor', 'gaza', 'crisis']","['egyptian-american', 'heart', 'surgeon-turned-satirist', 'bassem', 'youssef', 'calls', 'israel', 'carnage', 'gaza', 'wife', 'family']"
'we never imagined loved one still ' says daughter israeli hostage,sharone lifschitz whose mother released hamas father remains captive says families “ desperate fight ” liberate loved ones,06-04-2024,CNN,"[""'we"", 'never', 'imagined', 'loved', 'one', 'still', ""'"", 'says', 'daughter', 'israeli', 'hostage']","['sharone', 'lifschitz', 'whose', 'mother', 'released', 'hamas', 'father', 'remains', 'captive', 'says', 'families', '“', 'desperate', 'fight', '”', 'liberate', 'loved', 'ones']"
opinion dear friend killed gaza want people know,news reports declared april 1 seven aid workers world central kitchen killed airstrike gaza writes teresa gray,06-04-2024,CNN,"['opinion', 'dear', 'friend', 'killed', 'gaza', 'want', 'people', 'know']","['news', 'reports', 'declared', 'april', '1', 'seven', 'aid', 'workers', 'world', 'central', 'kitchen', 'killed', 'airstrike', 'gaza', 'writes', 'teresa', 'gray']"
grandma fighting keep grandkids fed alive gaza,israeli airstrike destroyed home forced family flee um ihab palestinian grandmother fighting keep grandchildren fed alive shelter central gaza,06-04-2024,CNN,"['grandma', 'fighting', 'keep', 'grandkids', 'fed', 'alive', 'gaza']","['israeli', 'airstrike', 'destroyed', 'home', 'forced', 'family', 'flee', 'um', 'ihab', 'palestinian', 'grandmother', 'fighting', 'keep', 'grandchildren', 'fed', 'alive', 'shelter', 'central', 'gaza']"
cnn reporter describes hearing gunfire explosions near erez crossing,israel approved reopening erez crossing israel northern gaza first time since october 7 hamas attacks cnn nic robertson reports near crossing,06-04-2024,CNN,"['cnn', 'reporter', 'describes', 'hearing', 'gunfire', 'explosions', 'near', 'erez', 'crossing']","['israel', 'approved', 'reopening', 'erez', 'crossing', 'israel', 'northern', 'gaza', 'first', 'time', 'since', 'october', '7', 'hamas', 'attacks', 'cnn', 'nic', 'robertson', 'reports', 'near', 'crossing']"
israeli journalist 'scared ' netanyahu act talk biden,cnn jake tapper talks israeli journalist anshel pfeffer pressure prime minister benejamin netanyahu facing israel abroad country nears six months war,06-04-2024,CNN,"['israeli', 'journalist', ""'scared"", ""'"", 'netanyahu', 'act', 'talk', 'biden']","['cnn', 'jake', 'tapper', 'talks', 'israeli', 'journalist', 'anshel', 'pfeffer', 'pressure', 'prime', 'minister', 'benejamin', 'netanyahu', 'facing', 'israel', 'abroad', 'country', 'nears', 'six', 'months', 'war']"
us preparing significant iran attack us israeli assets region soon next week,us high alert actively preparing “ significant ” attack could come soon within next week iran targeting israeli american assets region response monday israeli strike damascus killed top iranian,05-04-2024,CNN,"['us', 'preparing', 'significant', 'iran', 'attack', 'us', 'israeli', 'assets', 'region', 'soon', 'next', 'week']","['us', 'high', 'alert', 'actively', 'preparing', '“', 'significant', '”', 'attack', 'could', 'come', 'soon', 'within', 'next', 'week', 'iran', 'targeting', 'israeli', 'american', 'assets', 'region', 'response', 'monday', 'israeli', 'strike', 'damascus', 'killed', 'top', 'iranian']"
